Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
33958230,"Forest of a Thousand Lanterns (Rise of the Empress, #1)",Julie C. Dao,"Dao, Julie C.",,"=""1524738298""","=""9781524738297""",0,3.71,Philomel Books,Hardcover,363,2017,2017,,2023/12/21,"to-read, asian, fantasy, series, young-adult","to-read (#147), asian (#6), fantasy (#112), series (#105), young-adult (#62)",to-read,,,,0,0
61064714,"Flame & Crystal Thorns (Fae and Crystal Thorns, #1)",Kay L.  Moody,"Moody, Kay L.",,"=""1954335091""","=""9781954335097""",0,4.20,Marten Press,Hardcover,304,2022,2022,,2023/12/21,"to-read, fae, fantasy, romance, series, young-adult","to-read (#146), fae (#21), fantasy (#111), romance (#91), series (#104), young-adult (#61)",to-read,,,,0,0
33897359,"First Year (The Black Mage, #1)",Rachel E. Carter,"Carter, Rachel E.",,"=""194615508X""","=""""",0,3.94,Rachel E. Carter,Kindle Edition,322,2017,2014,,2023/12/21,"to-read, fantasy, witches, young-adult, series","to-read (#145), fantasy (#110), witches (#7), young-adult (#60), series (#103)",to-read,,,,0,0
30357041,"Firefighter Dragon (Fire & Rescue Shifters, #1)",Zoe Chant,"Chant, Zoe",,"=""""","=""""",0,4.05,Zoe Chant,Kindle Edition,134,2016,2016,,2023/12/21,"to-read, dragons, romance, spicy, series, urban-fantasy, stand-alone-series","to-read (#144), dragons (#10), romance (#90), spicy (#36), series (#102), urban-fantasy (#19), stand-alone-series (#16)",to-read,,,,0,0
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,4.48,Tor Books,Hardcover,537,2006,2006,,2023/12/21,"to-read, fantasy, series","to-read (#143), fantasy (#109), series (#101)",to-read,,,,0,0
11737387,"Fated (Alex Verus, #1)",Benedict Jacka,"Jacka, Benedict",,"=""1937007294""","=""9781937007294""",0,3.89,Ace,Mass Market Paperback,295,2012,2012,,2023/12/21,"to-read, series, urban-fantasy","to-read (#142), series (#100), urban-fantasy (#18)",to-read,,,,0,0
12954620,"Falling Kingdoms (Falling Kingdoms, #1)",Morgan Rhodes,"Rhodes, Morgan",Michelle Rowen,"=""1595145842""","=""9781595145840""",0,3.78,Razorbill,Hardcover,412,2012,2012,,2023/12/21,"to-read, romance, series, fantasy, young-adult","to-read (#141), romance (#89), series (#99), fantasy (#108), young-adult (#59)",to-read,,,,0,0
44652,"Fablehaven (Fablehaven, #1)",Brandon Mull,"Mull, Brandon",,"=""1590385810""","=""9781590385814""",0,4.13,Shadow Mountain,Hardcover,351,2006,2006,,2023/12/21,"to-read, fantasy, series, young-adult","to-read (#140), fantasy (#107), series (#98), young-adult (#58)",to-read,,,,0,0
44012880,"Fable (The World of the Narrows, #1)",Adrienne Young,"Young, Adrienne",,"=""""","=""""",0,4.04,Wednesday Books,Hardcover,357,2020,2020,,2023/12/21,"to-read, romance, pirates, series, young-adult","to-read (#139), romance (#88), pirates (#5), series (#97), young-adult (#57)",to-read,,,,0,0
3817859,"Eyes Like Stars (Théâtre Illuminata, #1)",Lisa Mantchev,"Mantchev, Lisa",,"=""0312380968""","=""9780312380960""",0,3.72,Feiwel & Friends,Hardcover,352,2009,2009,,2023/12/21,"to-read, young-adult, fantasy, fae, romance, series","to-read (#138), young-adult (#56), fantasy (#106), fae (#20), romance (#87), series (#96)",to-read,,,,0,0
53292156,Eternally Yours,Patrice Caldwell,"Caldwell, Patrice","Kalynn  Bayron, Kendare Blake, Kat Cho, Melissa de la Cruz, Hafsah Faizal, Sarah Gailey, Chloe Gong, Alexis Henderson, Adib Khorram, Casey McQuiston, Sandhya Menon, Akshaya Raman, Marie Rutkoski, Julian Winters","=""""","=""""",0,3.66,Viking Books for Young Readers,Hardcover,364,2022,2022,,2023/12/21,"to-read, anthology, fantasy, romance","to-read (#137), anthology (#1), fantasy (#105), romance (#86)",to-read,,,,0,0
18811222,Entreat Me,Grace Draven,"Draven, Grace",,"=""1310227950""","=""9781310227950""",0,4.03,Smashwords,ebook,323,2013,2013,,2023/12/21,"to-read, fairytale-retelling, romance, fantasy, spicy","to-read (#136), fairytale-retelling (#20), romance (#85), fantasy (#104), spicy (#35)",to-read,,,,0,0
60026274,The Empress of Scarred Secrets (The Truths Within #1),Andrea  Corbin,"Corbin, Andrea",,"=""""","=""""",0,3.81,,Kindle Edition,532,2022,,,2023/12/21,"to-read, fae, romance, fantasy, spicy, series","to-read (#135), fae (#19), romance (#84), fantasy (#103), spicy (#34), series (#95)",to-read,,,,0,0
13578175,The Emperor's Soul (The Cosmere),Brandon Sanderson,"Sanderson, Brandon",,"=""1616960922""","=""9781616960926""",0,4.38,Tachyon Publications,Paperback,192,2012,2012,,2023/12/21,"to-read, fantasy","to-read (#134), fantasy (#102)",to-read,,,,0,0
39714124,"Empire of Sand (The Books of Ambha, #1)",Tasha Suri,"Suri, Tasha",,"=""""","=""""",0,3.82,Orbit,Kindle Edition,393,2018,2018,,2023/12/21,"to-read, romance, series, fantasy, young-adult","to-read (#133), romance (#83), series (#94), fantasy (#101), young-adult (#55)",to-read,,,,0,0
134119076,"Emily Wilde's Map of the Otherlands (Emily Wilde, #2)",Heather Fawcett,"Fawcett, Heather",,"=""0593500202""","=""9780593500200""",0,4.53,Del Rey,Kindle Edition,352,2024,2024,,2023/12/21,"to-read, fae, fantasy, historical, romance, series","to-read (#132), fae (#18), fantasy (#100), historical (#10), romance (#82), series (#93)",to-read,,,,0,0
60560662,Embrace of the Shade (The Berylian Key #1; The Pantracia Chronicles #1),Amanda Muratoff,"Muratoff, Amanda","Kayla  Hansen, Kayla Mansur","=""""","=""""",0,4.03,Independently published,Kindle Edition,278,2021,2019,,2023/12/21,"to-read, spicy, romance, series, fantasy","to-read (#131), spicy (#33), romance (#80), series (#91), fantasy (#99)",to-read,,,,0,0
198792452,Embers in the Snow,Anna Carven,"Carven, Anna",,"=""""","=""""",0,4.10,,Kindle Edition,496,2023,2023,,2023/12/21,"to-read, spicy, fantasy, romance","to-read (#130), spicy (#32), fantasy (#98), romance (#79)",to-read,,,,0,0
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765350378""","=""9780765350374""",0,4.19,Tor Fantasy,Mass Market Paperback,638,2006,2005,,2023/12/21,"to-read, fantasy","to-read (#129), fantasy (#97)",to-read,,,,0,0
40046030,"Echo North (Echo North, #1)",Joanna Ruth Meyer,"Meyer, Joanna Ruth",,"=""1624147151""","=""9781624147159""",0,3.83,Page Street Publishing Co.,Hardcover,394,2019,2019,,2023/12/21,"to-read, fairytale-retelling, wolves, romance, series","to-read (#128), fairytale-retelling (#19), wolves (#8), romance (#78), series (#90)",to-read,,,,0,0
54456742,"Echoes and Empires (Echoes and Empires, #1)",Morgan Rhodes,"Rhodes, Morgan",,"=""0593351657""","=""9780593351659""",0,3.72,Razorbill,Hardcover,400,2022,2022,,2023/12/21,"to-read, young-adult, romance, fantasy, series","to-read (#127), young-adult (#54), romance (#77), fantasy (#96), series (#89)",to-read,,,,0,0
57314572,The Drowned Woods,Emily Lloyd-Jones,"Lloyd-Jones, Emily",,"=""0759556318""","=""9780759556317""",0,3.87,"Little, Brown Books for Young Readers",Hardcover,346,2022,2022,,2023/12/21,"to-read, heist, fae, fantasy","to-read (#126), heist (#7), fae (#16), fantasy (#95)",to-read,,,,0,0
31373184,"Call Down the Hawk (Dreamer Trilogy, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""1338188321""","=""9781338188325""",0,4.26,Scholastic Press,Hardcover,472,2019,2019,,2023/12/21,"to-read, young-adult, urban-fantasy, series","to-read (#125), young-adult (#53), urban-fantasy (#16), series (#88)",to-read,,,,0,0
61361030,The Dragon Rogues (The Dragon Rogues #1),D.K. Holmberg,"Holmberg, D.K.",,"=""""","=""""",0,4.34,ASH Publishing,Kindle Edition,334,2022,,,2023/12/21,"to-read, dragons, heist, fantasy, series","to-read (#124), dragons (#9), heist (#6), fantasy (#94), series (#87)",to-read,,,,0,0
9637479,"Dragon Bound (Elder Races, #1)",Thea Harrison,"Harrison, Thea",,"=""0425241505""","=""9780425241509""",0,4.07,Berkley Sensation,Mass Market Paperback,312,2011,2011,,2023/12/21,"to-read, dragons, spicy, series, romance, fantasy","to-read (#123), dragons (#8), spicy (#31), series (#86), romance (#76), fantasy (#93)",to-read,,,,0,0
3295695,"Dragon Actually (Dragon Kin, #1)",G.A. Aiken,"Aiken, G.A.",,"=""1420103733""","=""9781420103731""",0,3.92,Zebra,Mass Market Paperback,336,2008,2004,,2023/12/21,"to-read, dragons, fantasy, romance, series, spicy","to-read (#122), dragons (#7), fantasy (#92), romance (#75), series (#85), spicy (#30)",to-read,,,,0,0
57789637,"Daughter of the Moon Goddess (The Celestial Kingdom Duology, #1)",Sue Lynn Tan,"Tan, Sue Lynn",Kuri Huang,"=""0063031302""","=""9780063031302""",0,4.13,Harper Voyager,Hardcover,503,2022,2022,,2023/12/21,"to-read, asian, romance, fantasy, series, young-adult","to-read (#121), asian (#5), romance (#74), fantasy (#91), series (#84), young-adult (#52)",to-read,,,,0,0
40245031,Don't Call the Wolf,Aleksandra Ross,"Ross, Aleksandra",,"=""""","=""""",0,3.62,HarperTeen,Kindle Edition,512,2020,2020,,2023/12/21,"to-read, fairytale-retelling, romance, dragons, young-adult","to-read (#120), fairytale-retelling (#18), romance (#73), dragons (#6), young-adult (#51)",to-read,,,,0,0
60784546,"Divine Rivals (Letters of Enchantment, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""1250857430""","=""9781250857439""",0,4.26,Wednesday Books,Hardcover,357,2023,2023,,2023/12/21,"to-read, romance, series, urban-fantasy, young-adult","to-read (#119), romance (#72), series (#83), urban-fantasy (#15), young-adult (#50)",to-read,,,,0,0
52870746,"Divine Blood (Guardians of the Maiden, #1)",Beck Michaels,"Michaels, Beck",,"=""""","=""""",0,4.01,Pluma Press,ebook,407,2020,2020,,2023/12/21,"to-read, fantasy, romance, series","to-read (#118), fantasy (#90), romance (#71), series (#82)",to-read,,,,0,0
58724725,"Dirty Lying Faeries (The Enchanted Fates, #1)",Sabrina Blackburry,"Blackburry, Sabrina",,"=""1990259197""","=""9781990259197""",0,3.56,W by Wattpad Books,Hardcover,416,2022,,,2023/12/21,"to-read, fae, fantasy, romance, series","to-read (#117), fae (#15), fantasy (#89), romance (#70), series (#81)",to-read,,,,0,0
6342491,"The Demon King (Seven Realms, #1)",Cinda Williams Chima,"Chima, Cinda Williams","Larry Rostant, Arianne Lewin","=""1423118235""","=""9781423118237""",0,4.15,Hyperion Books,Hardcover,506,2009,2009,,2023/12/21,"to-read, series, romance, fantasy","to-read (#116), series (#80), romance (#69), fantasy (#88)",to-read,,,,0,0
50022883,"Defy the Night (Defy the Night, #1)",Brigid Kemmerer,"Kemmerer, Brigid",,"=""1547604670""","=""9781547604678""",0,4.16,Bloomsbury YA,ebook,448,2021,2021,,2023/12/21,"to-read, fairytale-retelling, romance, series, young-adult","to-read (#115), fairytale-retelling (#17), romance (#68), series (#79), young-adult (#49)",to-read,,,,0,0
44647479,Deeplight,Frances Hardinge,"Hardinge, Frances",,"=""1509836950""","=""9781509836956""",0,4.05,Macmillan Children's Books,Hardcover,416,2019,2019,,2023/12/21,"to-read, fantasy, pirates","to-read (#114), fantasy (#87), pirates (#4)",to-read,,,,0,0
59116203,"Deceived by the Gargoyles (Monstrous Matches, #2)",Lillian Lark,"Lark, Lillian",,"=""""","=""9798985181319""",0,4.14,Lillian Lark,Kindle Edition,388,2022,2022,,2023/12/21,"to-read, romance, stand-alone-series, spicy, urban-fantasy","to-read (#112), romance (#66), stand-alone-series (#14), spicy (#28), urban-fantasy (#14)",to-read,,,,0,0
62970241,"Ensnared by the Werewolf (Monstrous Matches, #2.5)",Lillian Lark,"Lark, Lillian",,"=""""","=""9798985181357""",0,3.82,"Thistles, Thorns, & Fables",ebook,76,2022,2022,,2023/12/21,"to-read, romance, spicy, stand-alone-series, wolves, urban-fantasy","to-read (#113), romance (#67), spicy (#29), stand-alone-series (#15), wolves (#7), urban-fantasy (#13)",to-read,,,,0,0
62029778,"The Demon's Bargain (Peculiar Tastes, #2)",Katee Robert,"Robert, Katee",,"=""""","=""""",0,3.79,Trinkets and Tales LLC,Kindle Edition,132,2022,2022,,2023/12/21,"to-read, fantasy, romance, spicy, stand-alone-series","to-read (#111), fantasy (#86), romance (#65), spicy (#27), stand-alone-series (#13)",to-read,,,,0,0
62029794,"The Death God’s Sacrifice (Peculiar Tastes, #1)",Jenny Nordbak,"Nordbak, Jenny",,"=""""","=""""",0,3.79,,Kindle Edition,148,2022,2022,,2023/12/21,"to-read, spicy, stand-alone-series, fantasy, romance","to-read (#110), spicy (#26), stand-alone-series (#12), fantasy (#85), romance (#64)",to-read,,,,0,0
49826643,"Daughter of No Worlds (The War of Lost Hearts, #1)",Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",0,4.07,,Kindle Edition,520,2020,2020,,2023/12/21,"to-read, spicy, series, romance, fantasy","to-read (#109), spicy (#25), series (#78), romance (#63), fantasy (#84)",to-read,,,,0,0
35796008,"Dance of Thieves (Dance of Thieves, #1)",Mary E. Pearson,"Pearson, Mary E.",,"=""1250159016""","=""9781250159014""",0,4.16,Henry Holt and Co. (BYR),Hardcover,512,2018,2018,,2023/12/21,"to-read, romance, series, urban-fantasy, young-adult","to-read (#108), romance (#62), series (#77), urban-fantasy (#12), young-adult (#48)",to-read,,,,0,0
179499635,"Stolen by the Wolf King (Of Fate and Kings, #4)",Jessica Grayson,"Grayson, Jessica",,"=""1642531367""","=""9781642531367""",0,4.80,Purple Fall Publishing,Kindle Edition,0,2023,,,2023/12/20,"to-read, fantasy, romance, spicy, stand-alone-series, wolves","to-read (#107), fantasy (#83), romance (#61), spicy (#24), stand-alone-series (#11), wolves (#6)",to-read,,,,0,0
6087756,"White Cat (Curse Workers, #1)",Holly Black,"Black, Holly",,"=""""","=""""",0,3.79,Margaret K. McElderry Books,Hardcover,310,2010,2010,,2023/12/20,"to-read, urban-fantasy, series, young-adult","to-read (#106), urban-fantasy (#11), series (#76), young-adult (#47)",to-read,,,,0,0
57309054,"Curse of the Wolf King (Entangled with Fae, #1)",Tessonja Odette,"Odette, Tessonja",,"=""""","=""""",0,3.84,Crystal Moon Press,Kindle Edition,356,2021,2021,,2023/12/20,"to-read, fae, fantasy, romance, spicy, stand-alone-series","to-read (#105), fae (#14), fantasy (#82), romance (#60), spicy (#23), stand-alone-series (#10)",to-read,,,,0,0
26032825,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,"=""""","=""""",0,4.06,"Little, Brown Books for Young Readers",Hardcover,370,2018,2018,,2023/12/20,"to-read, fae, romance, fantasy, series, young-adult","to-read (#104), fae (#13), romance (#59), fantasy (#81), series (#75), young-adult (#46)",to-read,,,,0,0
15839984,Cruel Beauty,Rosamund Hodge,"Hodge, Rosamund",,"=""0062224735""","=""9780062224736""",0,3.65,Balzer + Bray,Hardcover,346,2014,2014,,2023/12/20,"to-read, young-adult, fairytale-retelling, romance","to-read (#103), young-adult (#45), fairytale-retelling (#16), romance (#58)",to-read,,,,0,0
43263361,"Crown of Bones (Amassia, #1)",A.K. Wilder,"Wilder, A.K.",,"=""1640634142""","=""9781640634145""",0,3.94,Entangled: Teen,Hardcover,400,2021,2021,,2023/12/20,"to-read, fantasy, series, young-adult","to-read (#102), fantasy (#80), series (#74), young-adult (#44)",to-read,,,,0,0
35715518,"Crown of Feathers (Crown of Feathers, #1)",Nicki Pau Preto,"Preto, Nicki Pau",,"=""1534424628""","=""9781534424623""",0,4.11,Simon Pulse,Hardcover,496,2019,2019,,2023/12/20,"to-read, young-adult, fantasy, series, romance","to-read (#101), young-adult (#43), fantasy (#79), series (#73), romance (#57)",to-read,,,,0,0
61213995,"Court of Blood and Bindings (Fae Isles, #1)",Lisette Marshall,"Marshall, Lisette",,"=""""","=""""",0,4.07,,Kindle Edition,436,2022,,,2023/12/20,"to-read, fae, romance, witches, spicy, series, fantasy","to-read (#100), fae (#12), romance (#56), witches (#6), spicy (#22), series (#72), fantasy (#78)",to-read,,,,0,0
9461562,"The Cloud Roads (Books of the Raksura, #1)",Martha Wells,"Wells, Martha",,"=""1597802166""","=""9781597802161""",0,3.97,Night Shade Books,Paperback,278,2011,2011,,2023/12/20,"to-read, fantasy, series","to-read (#99), fantasy (#77), series (#71)",to-read,,,,0,0
36618062,"Clockwork Boys (Clocktaur War, #1)",T. Kingfisher,"Kingfisher, T.",,"=""""","=""""",0,4.16,Red Wombat Studio,Kindle Edition,231,2017,2017,,2023/12/20,"to-read, heist, fantasy, series","to-read (#98), heist (#5), fantasy (#76), series (#70)",to-read,,,,0,0
58998036,"Claimed by the Dragon King (Of Fate and Kings, #2)",Jessica Grayson,"Grayson, Jessica",,"=""1642533750""","=""9781642533750""",0,4.06,Purple Fall Publishing,Kindle Edition,355,2022,2022,,2023/12/20,"to-read, dragons, romance, fantasy, stand-alone-series, spicy","to-read (#97), dragons (#5), romance (#55), fantasy (#75), stand-alone-series (#9), spicy (#21)",to-read,,,,0,0
55879259,City of Iron and Dust,J.P. Oakes,"Oakes, J.P.",,"=""178909710X""","=""9781789097108""",0,3.67,Titan Books,Paperback,400,2021,2021,,2023/12/20,"to-read, fae, fantasy","to-read (#96), fae (#11), fantasy (#74)",to-read,,,,0,0
59820919,"City of Gods and Monsters (House of Devils, #1)",Kayla   Edwards,"Edwards, Kayla",,"=""""","=""9781777880736""",0,3.86,,ebook,760,2022,2022,,2023/12/20,"to-read, romance, urban-fantasy, series","to-read (#95), romance (#54), urban-fantasy (#10), series (#69)",to-read,,,,0,0
32718027,"The City of Brass (The Daevabad Trilogy, #1)",S.A. Chakraborty,"Chakraborty, S.A.",,"=""0062678108""","=""9780062678102""",0,4.15,Harper Voyager,Hardcover,532,2017,2017,,2023/12/20,"to-read, historical, series, fantasy, young-adult","to-read (#94), historical (#8), series (#68), fantasy (#73), young-adult (#42)",to-read,,,,0,0
43261119,The Circus Rose,Betsy Cornwell,"Cornwell, Betsy",,"=""1328639509""","=""9781328639509""",0,3.30,Clarion Books,Hardcover,288,2020,2020,,2023/12/20,"to-read, circus, romance, fantasy, young-adult","to-read (#93), circus (#2), romance (#53), fantasy (#72), young-adult (#41)",to-read,,,,0,0
6295541,"Child of Fire (Twenty Palaces, #1)",Harry Connolly,"Connolly, Harry",,"=""0345508890""","=""9780345508898""",0,3.74,Del Rey,Mass Market Paperback,343,2009,2009,,2023/12/20,"to-read, urban-fantasy, series","to-read (#92), urban-fantasy (#9), series (#67)",to-read,,,,0,0
34728667,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,"Adeyemi, Tomi",,"=""1250170974""","=""9781250170972""",0,4.11,Henry Holt Company,Hardcover,544,2018,2018,,2023/12/20,"to-read, romance, fantasy, series, young-adult","to-read (#91), romance (#52), fantasy (#71), series (#66), young-adult (#40)",to-read,,,,0,0
42082866,"Chastely Bitten (Blood Alliance, #1)",Lexi C. Foss,"Foss, Lexi C.",Anne Masur,"=""""","=""""",0,3.83,"Ninja Newt Publishing, LLC",Kindle Edition,272,2018,2018,,2023/12/20,"to-read, urban-fantasy, romance, series, spicy","to-read (#90), urban-fantasy (#8), romance (#51), series (#65), spicy (#20)",to-read,,,,0,0
59801325,"Protected by the Wolf Prince (Once Upon A Fairy Tale Romance, #6)",Jessica Grayson,"Grayson, Jessica",Aria Winter,"=""1642530409""","=""9781642530407""",0,4.09,Purple Fall Publishing,Kindle Edition,202,2022,2022,,2023/12/20,"to-read, fairytale-retelling, fantasy, romance, stand-alone-series, spicy, wolves","to-read (#89), fairytale-retelling (#15), fantasy (#70), romance (#50), stand-alone-series (#8), spicy (#19), wolves (#5)",to-read,,,,0,0
63226842,"Taken By The Dragon (Once Upon A Fairy Tale Romance, #1)",Jessica Grayson,"Grayson, Jessica",Aria Winter,"=""1642534137""","=""9781642534139""",0,3.83,Purple Fall Publishing,Kindle Edition,180,2022,2020,,2023/12/20,"to-read, dragons, fairytale-retelling, fantasy, romance, spicy, stand-alone-series","to-read (#88), dragons (#4), fairytale-retelling (#14), fantasy (#69), romance (#49), spicy (#18), stand-alone-series (#7)",to-read,,,,0,0
108816295,"Charmed by the Fox Prince (Once Upon a Fairy Tale Romance, #7)",Jessica Grayson,"Grayson, Jessica",Aria Winter,"=""1642531340""","=""9781642531343""",0,0.0,Purple Fall Publishing,Kindle Edition,0,2024,,,2023/12/20,"to-read, romance, fantasy, spicy, stand-alone-series","to-read (#87), romance (#48), fantasy (#68), spicy (#17), stand-alone-series (#6)",to-read,,,,0,0
27883214,"Caraval (Caraval, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250095255""","=""9781250095251""",0,3.99,Flatiron Books,Hardcover,407,2017,2016,,2023/12/20,"to-read, competition, circus, romance, series, young-adult","to-read (#86), competition (#4), circus (#1), romance (#47), series (#64), young-adult (#39)",to-read,,,,0,0
43568394,"The Guinevere Deception (Camelot Rising, #1)",Kiersten White,"White, Kiersten",,"=""0525581685""","=""9780525581680""",0,3.76,Delacorte Press,Library Binding,352,2019,2019,,2023/12/20,"to-read, fairytale-retelling, romance, historical, series","to-read (#85), fairytale-retelling (#13), romance (#46), historical (#7), series (#63)",to-read,,,,0,0
59785164,"Demon in the Wood (Grishaverse, #0)",Leigh Bardugo,"Bardugo, Leigh",Dani Pendergast,"=""1250624649""","=""9781250624642""",0,4.15,Roaring Brook Press,Hardcover,203,2022,2022,,2023/12/20,"to-read, fantasy, series, young-adult","to-read (#84), fantasy (#67), series (#62), young-adult (#38)",to-read,,,,0,0
24641800,"The Demon in the Wood (Grishaverse, #0.1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.92,Henry Holt and Co.,ebook,30,2014,2014,,2023/12/20,"to-read, series, fantasy, young-adult","to-read (#83), series (#61), fantasy (#66), young-adult (#37)",to-read,,,,0,0
17997353,"The Tailor (The Shadow and Bone Trilogy, #1.5)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.73,Holt Children's/Macmillan,ebook,18,2013,2013,,2023/12/20,"to-read, fantasy, series, young-adult","to-read (#82), fantasy (#65), series (#60), young-adult (#36)",to-read,,,,0,0
34076952,"The Language of Thorns: Midnight Tales and Dangerous Magic (Grishaverse, #0.5, 2.5, 2.6)",Leigh Bardugo,"Bardugo, Leigh",Sara Kipin,"=""125012252X""","=""9781250122520""",0,4.30,Imprint,Hardcover,281,2017,2017,,2023/12/20,"to-read, fantasy, series, young-adult","to-read (#81), fantasy (#64), series (#59), young-adult (#35)",to-read,,,,0,0
36307674,"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""1510109188""","=""9781510109186""",0,4.37,Orion Children's Books,Paperback,592,2021,2021,,2023/12/20,"to-read, fantasy, series, young-adult","to-read (#80), fantasy (#63), series (#58), young-adult (#34)",to-read,,,,0,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.60,Orion Children's Books,Kindle Edition,561,2016,2016,,2023/12/20,"to-read, fantasy, heist, young-adult, series","to-read (#76), fantasy (#58), heist (#3), young-adult (#30), series (#57)",to-read,,,,0,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5,4.49,Henry Holt & Company,Hardcover,465,2015,2015,,2023/11/20,"fantasy, heist, series, young-adult","fantasy (#62), heist (#4), series (#56), young-adult (#33)",read,,,,0,0
14061957,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.00,Henry Holt and Company,Hardcover,350,2014,2014,,2023/12/20,"to-read, fantasy, young-adult, series","to-read (#79), fantasy (#61), young-adult (#32), series (#55)",to-read,,,,0,0
14061955,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.82,Henry Holt and Company,Hardcover,435,2013,2013,,2023/12/20,"to-read, fantasy, series, young-adult","to-read (#78), fantasy (#60), series (#54), young-adult (#31)",to-read,,,,0,0
40228844,"Untitled (Six of Crows, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.79,,,,,,,2023/12/20,"fantasy, to-read","fantasy (#59), to-read (#77)",to-read,,,,0,0
36307634,"King of Scars (King of Scars, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.16,Imprint,Kindle Edition,527,2019,2019,,2023/12/20,"to-read, fantasy, series, young-adult","to-read (#75), fantasy (#57), series (#53), young-adult (#29)",to-read,,,,0,0
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.94,Henry Holt & Company,Hardcover,358,2012,2012,,2023/12/20,"to-read, fantasy, series, young-adult","to-read (#74), fantasy (#56), series (#52), young-adult (#28)",to-read,,,,0,0
10814687,"Whispers Under Ground (Rivers of London, #3)",Ben Aaronovitch,"Aaronovitch, Ben",,"=""0575097647""","=""9780575097643""",0,4.15,Gollancz,Hardcover,418,2012,2012,,2023/12/20,"series, urban-fantasy, to-read","series (#51), urban-fantasy (#7), to-read (#73)",to-read,,,,0,0
61251803,"Butter, Sugar, Magic (Baking Up a Magical Midlife #1)",Jessica  Rosenberg,"Rosenberg, Jessica",,"=""1736722921""","=""9781736722923""",0,4.29,Blue Octopus Press,Kindle Edition,266,2022,2022,,2023/12/20,"to-read, witches, urban-fantasy, series","to-read (#72), witches (#5), urban-fantasy (#6), series (#50)",to-read,,,,0,0
25566132,Bryony and Roses,T. Kingfisher,"Kingfisher, T.",,"=""""","=""""",0,4.09,,Kindle Edition,224,2015,2015,,2023/12/20,"to-read, fairytale-retelling","to-read (#71), fairytale-retelling (#12)",to-read,,,,0,0
62688758,Bring Me Your Midnight,Rachel  Griffin,"Griffin, Rachel",,"=""1728256151""","=""9781728256153""",0,4.03,Sourcebooks Fire,Hardcover,402,2023,2023,,2023/12/20,"to-read, witches, urban-fantasy, romance","to-read (#70), witches (#4), urban-fantasy (#5), romance (#45)",to-read,,,,0,0
60111080,"Bride of the Shadow King (Bride of the Shadow King, #1)",Sylvia Mercedes,"Mercedes, Sylvia",,"=""""","=""""",0,3.86,FireWyrm Books,Kindle Edition,498,2022,2022,,2023/12/20,"to-read, spicy, fantasy, romance, series","to-read (#69), spicy (#15), fantasy (#55), romance (#44), series (#49)",to-read,,,,0,0
181344829,Bride,Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",0,4.26,Berkley,Kindle Edition,416,2024,2024,,2023/12/20,"to-read, romance, fantasy, wolves, spicy","to-read (#68), romance (#43), fantasy (#54), wolves (#4), spicy (#16)",to-read,,,,0,0
59452782,Bound to the Battle God (Aspect and Anchor #1),Ruby Dixon,"Dixon, Ruby",,"=""""","=""""",0,4.19,Ruby Dixon,Kindle Edition,660,2021,2019,,2023/12/20,"to-read, romance, fantasy, series, spicy","to-read (#67), romance (#42), fantasy (#53), series (#48), spicy (#14)",to-read,,,,0,0
61612864,"The Book That Wouldn’t Burn (The Library Trilogy, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""0593437918""","=""9780593437919""",0,4.14,Ace,Hardcover,576,2023,2023,,2023/12/20,"to-read, romance, fantasy, series","to-read (#66), romance (#41), fantasy (#52), series (#47)",to-read,,,,0,0
