Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
58576361,"Bound to the Dark Elf King (Of Fate and Kings, #1)",Jessica Grayson,"Grayson, Jessica",,"=""1642535877""","=""9781642535877""",0,3.89,Purple Fall Publishing,Kindle Edition,426,2022,2022,,2023/12/20,"to-read, spicy, stand-alone-series, romance, fae, fantasy","to-read (#65), spicy (#13), stand-alone-series (#5), romance (#40), fae (#10), fantasy (#51)",to-read,,,,0,0
58293924,"Book of Night (Book of Night, #1)",Holly Black,"Black, Holly",,"=""1250812194""","=""9781250812193""",0,3.54,Tor Books,Hardcover,304,2022,2022,,2023/12/20,"to-read, urban-fantasy, heist, series","to-read (#64), urban-fantasy (#4), heist (#2), series (#46)",to-read,,,,0,0
59986018,"The Book of Azrael (Gods and Monsters, #1)",Amber V. Nicole,"Nicole, Amber V.",,"=""""","=""""",0,4.17,Rose and Star Publishing,Kindle Edition,812,2022,2022,,2023/12/20,"to-read, romance, fantasy, series","to-read (#63), romance (#39), fantasy (#50), series (#45)",to-read,,,,0,0
62919122,"Bonesmith (House of the Dead, #1)",Nicki Pau Preto,"Preto, Nicki Pau",,"=""1665910593""","=""9781665910590""",0,4.24,Margaret K. McElderry Books,Hardcover,464,2023,2023,,2023/12/20,"to-read, young-adult, romance, fantasy, series","to-read (#62), young-adult (#27), romance (#38), fantasy (#49), series (#44)",to-read,,,,0,0
43521682,"The Bone Ships (The Tide Child, #1)",R.J.  Barker,"Barker, R.J.",,"=""0316487961""","=""9780316487962""",0,4.06,Orbit,Paperback,512,2019,2019,,2023/12/20,"to-read, dragons, fantasy, series","to-read (#61), dragons (#3), fantasy (#48), series (#43)",to-read,,,,0,0
36949995,The Boneless Mercies,April Genevieve Tucholke,"Tucholke, April Genevieve",,"=""0374307067""","=""9780374307066""",0,3.58,"Farrar, Straus and Giroux",Hardcover,352,2018,2018,,2023/12/20,"to-read, fantasy, young-adult","to-read (#60), fantasy (#47), young-adult (#26)",to-read,,,,0,0
75712384,"Bonded by Thorns (Beasts of the Briar, #1)",Elizabeth Helen,"Helen, Elizabeth",,"=""1738827909""","=""9781738827909""",0,4.01,Luna Fox Press,Kindle Edition,352,2023,2023,,2023/12/20,"to-read, fantasy, romance, fae, fairytale-retelling, series, spicy","to-read (#59), fantasy (#46), romance (#37), fae (#9), fairytale-retelling (#11), series (#42), spicy (#12)",to-read,,,,0,0
295649,"Bloody Jack (Bloody Jack, #1)",L.A. Meyer,"Meyer, L.A.",,"=""015205085X""","=""9780152050856""",0,4.11,HMH Books for Young Readers,Paperback,304,2010,2002,,2023/12/20,"to-read, young-adult, historical, pirates, series","to-read (#58), young-adult (#25), historical (#6), pirates (#3), series (#41)",to-read,,,,0,0
317121,Blood Price (Vicki Nelson #1),Tanya Huff,"Huff, Tanya",,"=""1841493562""","=""9781841493565""",0,3.75,Orbit Books,Paperback,336,2007,1991,,2023/12/20,"to-read, urban-fantasy, series","to-read (#57), urban-fantasy (#3), series (#40)",to-read,,,,0,0
57915993,Blood Over Bright Haven,M.L.  Wang,"Wang, M.L.",,"=""""","=""""",0,4.49,M.L. Wang,Kindle Edition,527,2023,2023,,2023/12/20,"to-read, fantasy","to-read (#56), fantasy (#45)",to-read,,,,0,0
42359583,"Blood Heir (Blood Heir Trilogy, #1)",Amélie Wen Zhao,"Zhao, Amélie Wen",,"=""0525707794""","=""9780525707790""",0,3.83,Delacorte Press,Hardcover,446,2019,2019,,2023/12/20,"to-read, fantasy, romance, young-adult, series","to-read (#55), fantasy (#44), romance (#36), young-adult (#24), series (#39)",to-read,,,,0,0
11550280,"Blood of Requiem (Song of Dragons, #1)",Daniel Arenson,"Arenson, Daniel",,"=""0986602876""","=""9780986602870""",0,3.61,Daniel Arenson,Paperback,312,2011,2011,,2023/12/20,"to-read, dragons, fantasy, series","to-read (#54), dragons (#2), fantasy (#43), series (#38)",to-read,,,,0,0
63905241,"Blood & Steel (The Legends of Thezmarr, #1)",Helen Scheuerer,"Scheuerer, Helen",,"=""1922903027""","=""9781922903020""",0,4.29,Alchemy,Kindle Edition,550,2023,2023,,2023/12/20,"to-read, romance, fantasy, series","to-read (#53), romance (#35), fantasy (#42), series (#37)",to-read,,,,0,0
51591632,"Blade of Secrets (Bladesmith, #1)",Tricia Levenseller,"Levenseller, Tricia",,"=""1250756804""","=""9781250756800""",0,3.98,Feiwel & Friends,Hardcover,322,2021,2021,,2023/12/20,"to-read, romance, fantasy, series, young-adult","to-read (#52), romance (#34), fantasy (#41), series (#36), young-adult (#23)",to-read,,,,0,0
36429207,"Blade & Rose (Blade and Rose, #1)",Miranda Honfleur,"Honfleur, Miranda",,"=""0999485415""","=""9780999485415""",0,3.93,Miranda Honfleur Author,Paperback,678,2017,2017,,2023/12/20,"to-read, wolves, series, fantasy, romance","to-read (#51), wolves (#3), series (#35), fantasy (#40), romance (#33)",to-read,,,,0,0
25740412,"The Black Witch (The Black Witch Chronicles, #1)",Laurie Forest,"Forest, Laurie",,"=""0373212313""","=""9780373212316""",0,4.10, Harlequin Teen,Hardcover,601,2017,2017,,2023/12/20,"to-read, young-adult, romance, witches, fantasy, series","to-read (#50), young-adult (#22), romance (#32), witches (#3), fantasy (#39), series (#34)",to-read,,,,0,0
55077697,The Blacktongue Thief (Blacktongue #1),Christopher Buehlman,"Buehlman, Christopher",,"=""1250621194""","=""9781250621191""",0,4.23,Tor Books,Hardcover,416,2021,2021,,2023/12/20,"to-read, fantasy, series","to-read (#49), fantasy (#38), series (#33)",to-read,,,,0,0
61688564,Bitterthorn,Kat Dunn,"Dunn, Kat",,"=""1839132957""","=""9781839132957""",0,3.96,Andersen Press,Paperback,368,2023,2023,,2023/12/20,"to-read, witches, romance, fantasy","to-read (#48), witches (#2), romance (#31), fantasy (#37)",to-read,,,,0,0
59692061,"Between Wrath and Mercy (The Divine Between, #1)",Jess Wisecup,"Wisecup, Jess",,"=""""","=""9798790103902""",0,4.15,Independently published,Paperback,566,2022,2022,,2023/12/20,"to-read, romance, series, fantasy, witches, spicy","to-read (#47), romance (#30), series (#32), fantasy (#36), witches (#1), spicy (#11)",to-read,,,,0,0
59227936,"Belladonna (Belladonna, #1)",Adalyn  Grace,"Grace, Adalyn",,"=""0316158232""","=""9780316158237""",0,4.05,"Little, Brown Books for Young Readers",Hardcover,409,2022,2022,,2023/12/20,"to-read, romance, magic-realism, series, young-adult","to-read (#46), romance (#29), magic-realism (#3), series (#31), young-adult (#21)",to-read,,,,0,0
25323403,Before the Fairytale: The Girl With No Name (Seventh Night #0.5),Iscah,"Iscah, Iscah",,"=""0983551952""","=""9780983551959""",0,4.08,Amoeba Ink,Paperback,136,2015,2013,,2023/12/20,"to-read, young-adult, fairytale-retelling, fantasy, series","to-read (#45), young-adult (#20), fairytale-retelling (#10), fantasy (#35), series (#30)",to-read,,,,0,0
33395234,"Beasts Made of Night (Beasts Made of Night, #1)",Tochi Onyebuchi,"Onyebuchi, Tochi",,"=""044849390X""","=""9780448493909""",0,3.27,Razorbill,Hardcover,304,2017,2017,,2023/12/20,"to-read, romance, fantasy, series, young-adult","to-read (#44), romance (#28), fantasy (#34), series (#29), young-adult (#19)",to-read,,,,0,0
56922552,Beasts and Beauty,Soman Chainani,"Chainani, Soman","Julia Iredale, Soman Chainani","=""006265263X""","=""9780062652638""",0,3.82,HarperCollins,Hardcover,336,2021,2021,,2023/12/20,"to-read, fairytale-retelling, young-adult","to-read (#43), fairytale-retelling (#9), young-adult (#18)",to-read,,,,0,0
61068458,"The Beast (Monsters and Beauties, #1)",Jenika Snow,"Snow, Jenika",,"=""""","=""""",0,3.43,Jenika Snow,,122,2022,2022,,2023/12/20,"to-read, fairytale-retelling, romance, spicy, stand-alone-series","to-read (#42), fairytale-retelling (#8), romance (#27), spicy (#10), stand-alone-series (#4)",to-read,,,,0,0
51591443,A Wolf for a Spell,Karah Sutton,"Sutton, Karah",,"=""0593121651""","=""9780593121658""",0,4.04,Alfred A. Knopf Books for Young Readers,Hardcover,320,2020,2020,,2023/12/20,"to-read, fairytale-retelling, fantasy, wolves","to-read (#41), fairytale-retelling (#7), fantasy (#33), wolves (#2)",to-read,,,,0,0
46261182,"The Awakening (Zodiac Academy, #1)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,3.90,Dark Ink Publishing,Kindle Edition,436,2019,2019,,2023/12/20,"to-read, fae, fantasy, romance, series, spicy","to-read (#40), fae (#8), fantasy (#32), romance (#26), series (#28), spicy (#9)",to-read,,,,0,0
36578543,"Fireborne (The Aurelian Cycle, #1)",Rosaria Munda,"Munda, Rosaria",,"=""0525518215""","=""9780525518211""",0,4.03,G.P. Putnam's Sons Books for Young Readers,Hardcover,432,2019,2019,,2023/12/20,"to-read, dragons, historical, series, fantasy","to-read (#39), dragons (#1), historical (#5), series (#27), fantasy (#31)",to-read,,,,0,0
55948826,A Thousand Steps into Night,Traci Chee,"Chee, Traci",,"=""""","=""""",0,3.79,Clarion Books,Kindle Edition,400,2022,2022,,2023/12/20,"to-read, fantasy, asian","to-read (#38), fantasy (#30), asian (#4)",to-read,,,,0,0
53697329,"A Trial of Sorcerers (A Trial of Sorcerers, #1)",Elise Kova,"Kova, Elise",,"=""""","=""""",0,4.11,Silver Wing Press,Kindle Edition,355,2021,2021,,2023/12/20,"to-read, competition, young-adult, fantasy, series","to-read (#37), competition (#3), young-adult (#17), fantasy (#29), series (#26)",to-read,,,,0,0
56163940,"A Tempest of Tea (Blood and Tea, #1)",Hafsah Faizal,"Faizal, Hafsah",,"=""""","=""""",0,4.38,"Farrar, Straus and Giroux",Kindle Edition,352,2024,2024,,2023/12/20,"to-read, heist, fantasy, series, young-adult","to-read (#36), heist (#1), fantasy (#28), series (#25), young-adult (#16)",to-read,,,,0,0
122754906,A Stroke of the Pen,Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""0857529633""","=""9780857529633""",0,4.16,Doubleday,Hardcover,240,2023,2023,,2023/12/20,"to-read, fantasy","to-read (#35), fantasy (#27)",to-read,,,,0,0
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""055357339X""","=""9780553573398""",0,4.18,Spectra Books,Mass Market Paperback,435,1996,1995,,2023/12/20,"to-read, fantasy, series","to-read (#34), fantasy (#26), series (#24)",to-read,,,,0,0
61208877,"A Soul to Keep (Duskwalker Brides, #1)",Opal Reyne,"Reyne, Opal",,"=""0645510408""","=""9780645510409""",0,4.16,,Kindle Edition,544,2022,2022,,2023/12/20,"to-read, romance, fantasy, spicy, series","to-read (#33), romance (#25), fantasy (#25), spicy (#8), series (#23)",to-read,,,,0,0
49629448,"A Song of Wraiths and Ruin (A Song of Wraiths and Ruin, #1)",Roseanne A. Brown,"Brown, Roseanne A.",,"=""0062891499""","=""9780062891495""",0,3.95,Balzer + Bray,Hardcover,466,2020,2020,,2023/12/20,"to-read, romance, fantasy, series, young-adult","to-read (#32), romance (#24), fantasy (#24), series (#22), young-adult (#15)",to-read,,,,0,0
42281865,"Ashlords (Ashlords, #1)",Scott Reintgen,"Reintgen, Scott",,"=""0593119177""","=""9780593119174""",0,3.87,Crown Books for Young Readers,Hardcover,368,2020,2020,,2023/12/20,"to-read, fantasy, competition, series","to-read (#31), fantasy (#23), competition (#2), series (#21)",to-read,,,,0,0
138358709,A Ship of Bones & Teeth,Karina Halle,"Halle, Karina",,"=""""","=""""",0,3.84,Metal Blonde Books,Kindle Edition,466,2023,2023,,2023/12/20,"to-read, pirates, romance, fantasy","to-read (#30), pirates (#2), romance (#23), fantasy (#22)",to-read,,,,0,0
57282383,"A Shadow in the Ember (Flesh and Fire, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",0,4.48,Blue Box Press,Hardcover,647,2021,2021,,2023/12/20,"to-read, young-adult, series, fantasy, romance","to-read (#29), young-adult (#14), series (#20), fantasy (#21), romance (#22)",to-read,,,,0,0
58785677,"A Ruin of Roses (Deliciously Dark Fairytales, #1)",K.F. Breene,"Breene, K.F.",,"=""""","=""""",0,3.82,Independently Published,Kindle Edition,386,2021,2021,,2023/12/20,"to-read, fairytale-retelling, fantasy, romance, series, spicy","to-read (#28), fairytale-retelling (#6), fantasy (#20), romance (#21), series (#19), spicy (#7)",to-read,,,,0,0
58409712,"The Art of Prophecy (War Arts, #1)",Wesley Chu,"Chu, Wesley",,"=""0593237633""","=""9780593237632""",0,4.11,Del Rey,Hardcover,533,2022,2022,,2023/12/20,"to-read, asian, fantasy, series","to-read (#27), asian (#3), fantasy (#19), series (#18)",to-read,,,,0,0
58132544,"A River Enchanted (Elements of Cadence, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""0063055988""","=""9780063055988""",0,4.12,Harper Voyager,Hardcover,480,2022,2022,,2023/12/20,"to-read, romance, fantasy, series","to-read (#26), romance (#20), fantasy (#18), series (#17)",to-read,,,,0,0
30969741,An Enchantment of Ravens,Margaret  Rogerson,"Rogerson, Margaret",,"=""1481497588""","=""9781481497589""",0,3.65,Margaret K. McElderry Books,Hardcover,304,2017,2017,,2023/12/20,"to-read, fae, romance, young-adult, fantasy","to-read (#25), fae (#7), romance (#19), young-adult (#13), fantasy (#17)",to-read,,,,0,0
27774758,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,"Tahir, Sabaa",,"=""""","=""""",0,4.25,Razorbill,Paperback,446,2016,2015,,2023/12/20,"to-read, romance, historical, series, young-adult","to-read (#24), romance (#18), historical (#4), series (#16), young-adult (#12)",to-read,,,,0,0
27190613,"And I Darken (The Conqueror's Saga, #1)",Kiersten White,"White, Kiersten",,"=""0553522310""","=""9780553522310""",0,3.82,Delacorte Press,Hardcover,475,2016,2016,,2023/12/20,"to-read, fairytale-retelling, historical, series","to-read (#23), fairytale-retelling (#5), historical (#3), series (#15)",to-read,,,,0,0
41580931,An Arrow to the Moon,Emily X.R. Pan,"Pan, Emily X.R.",,"=""0316464058""","=""9780316464055""",0,3.45,"Little, Brown Books For Young Readers",Hardcover,400,2022,2022,,2023/12/20,"to-read, asian, fairytale-retelling, romance","to-read (#22), asian (#2), fairytale-retelling (#4), romance (#17)",to-read,,,,0,0
50622362,Among the Beasts & Briars,Ashley Poston,"Poston, Ashley",,"=""0062847368""","=""9780062847362""",0,3.78,Balzer + Bray,Hardcover,352,2020,2020,,2023/12/19,"to-read, young-adult, fairytale-retelling, fantasy, series","to-read (#21), young-adult (#11), fairytale-retelling (#3), fantasy (#16), series (#14)",to-read,,,,0,0
30763950,A Million Junes,Emily Henry,"Henry, Emily",,"=""0448493969""","=""9780448493961""",0,3.85,Razorbill,Hardcover,400,2017,2017,,2023/12/19,"to-read, romance, magic-realism","to-read (#20), romance (#16), magic-realism (#1)",to-read,,,,0,0
56978089,"A Magic Steeped in Poison (The Book of Tea, #1)",Judy I. Lin,"Lin, Judy I.",,"=""1250767083""","=""9781250767080""",0,3.85,Feiwel and Friends,Hardcover,374,2022,2022,,2023/12/19,"to-read, asian, competition, romance, series, young-adult, fantasy","to-read (#19), asian (#1), competition (#1), romance (#15), series (#13), young-adult (#10), fantasy (#15)",to-read,,,,0,0
38325332,"All the Stars and Teeth (All the Stars and Teeth, #1)",Adalyn  Grace,"Grace, Adalyn",,"=""""","=""""",0,3.67,Imprint,Kindle Edition,380,2020,2020,,2023/12/19,"to-read, pirates, romance, young-adult, series","to-read (#18), pirates (#1), romance (#14), young-adult (#9), series (#12)",to-read,,,,0,0
56574777,"A Lady of Rooksgrave Manor (Tempting Monsters, #1)",Kathryn  Moon,"Moon, Kathryn",,"=""""","=""""",0,3.99,Kathryn Moon,Kindle Edition,376,2021,2021,,2023/12/19,"to-read, spicy, stand-alone-series, romance, fantasy","to-read (#17), spicy (#6), stand-alone-series (#3), romance (#13), fantasy (#14)",to-read,,,,0,0
58663535,"A Hunger of Thorns (A Hunger of Thorns, #1)",Lili Wilkinson,"Wilkinson, Lili",,"=""""","=""""",0,3.64,Delacorte,Kindle Edition,432,2023,2023,,2023/12/19,"to-read, young-adult, fantasy, series","to-read (#16), young-adult (#8), fantasy (#13), series (#11)",to-read,,,,0,0
31450847,"A Gathering of Ravens (Grimnir, #1)",Scott Oden,"Oden, Scott",,"=""0312372949""","=""9780312372941""",0,3.88,Thomas Dunne Books,Hardcover,336,2017,2017,,2023/12/19,"to-read, fantasy, series","to-read (#15), fantasy (#12), series (#10)",to-read,,,,0,0
54626426,"A Game of Fate (Hades Saga, #1)",Scarlett St.  Clair,"Clair, Scarlett St.",,"=""""","=""""",0,4.05,,Kindle Edition,379,2020,2020,,2023/12/19,"to-read, fairytale-retelling, series, urban-fantasy, romance, spicy","to-read (#14), fairytale-retelling (#2), series (#9), urban-fantasy (#2), romance (#12), spicy (#5)",to-read,,,,0,0
51941042,A Forgery of Roses,Jessica S. Olson,"Olson, Jessica S.",,"=""1335418660""","=""9781335418661""",0,3.73,Inkyard Press,Hardcover,368,2022,2022,,2023/12/19,"to-read, historical, romance, fantasy, young-adult","to-read (#13), historical (#2), romance (#11), fantasy (#11), young-adult (#7)",to-read,,,,0,0
23308087,"Flame in the Mist (Flame in the Mist, #1)",Renée Ahdieh,"Ahdieh, Renée",,"=""0399171630""","=""9780399171635""",0,3.86,G.P. Putnam's Sons,Hardcover,392,2017,2017,,2023/12/19,"to-read, romance, fantasy, young-adult, series, asian","to-read (#12), romance (#10), fantasy (#10), young-adult (#6), series (#8), asian (#7)",to-read,,,,0,0
48909025,A Far Wilder Magic,Allison Saft,"Saft, Allison",,"=""1250623650""","=""9781250623652""",0,3.88,Wednesday Books,Hardcover,384,2022,2022,,2023/12/19,"to-read, romance, young-adult, fantasy, historical, magic-realism","to-read (#11), romance (#9), young-adult (#5), fantasy (#9), historical (#1), magic-realism (#2)",to-read,,,,0,0
91207133,"A Dawn with the Wolf Knight (Married to Magic, #5)",Elise Kova,"Kova, Elise",,"=""""","=""""",0,4.80,Silver Wing Press,Hardcover,,2024,2024,,2023/12/19,"to-read, stand-alone-series, wolves, romance, young-adult, fantasy","to-read (#9), stand-alone-series (#1), wolves (#1), romance (#8), young-adult (#4), fantasy (#8)",to-read,,,,0,0
55285911,"A Deal with the Elf King (Married to Magic, #1)",Elise Kova,"Kova, Elise",,"=""1949694283""","=""9781949694284""",0,3.73,Silver Wing Press,Paperback,317,2020,2020,,2023/12/19,"fae, romance, young-adult, to-read, fantasy, stand-alone-series","fae (#6), romance (#7), young-adult (#3), to-read (#10), fantasy (#7), stand-alone-series (#2)",to-read,,,,0,0
195775182,"A Dawn of Onyx (The Sacred Stones, #1)",Kate  Golden,"Golden, Kate",,"=""""","=""9798987122716""",0,4.00,The Daisy Press,Paperback,432,2023,2022,,2023/12/19,"to-read, fae, romance, spicy, series, fantasy","to-read (#8), fae (#5), romance (#6), spicy (#4), series (#7), fantasy (#6)",to-read,,,,0,0
43204703,"A Curse So Dark and Lonely (Cursebreakers, #1)",Brigid Kemmerer,"Kemmerer, Brigid",,"=""1681195089""","=""9781681195087""",0,3.99,Bloomsbury YA,Hardcover,484,2019,2019,,2023/12/19,"to-read, young-adult, romance, fantasy, series","to-read (#7), young-adult (#2), romance (#5), fantasy (#5), series (#6)",to-read,,,,0,0
44471271,A Curse in Ash,Julie Zantopoulos,"Zantopoulos, Julie",,"=""""","=""""",0,3.65,Atmosphere Press,Paperback,392,2021,2021,,2023/12/19,"to-read, urban-fantasy, fae, romance, series, spicy","to-read (#6), urban-fantasy (#1), fae (#4), romance (#4), series (#5), spicy (#3)",to-read,,,,0,0
122779502,"A Court This Cruel & Lovely (Kingdom of Lies, #1)",Stacia Stark,"Stark, Stacia",,"=""""","=""""",0,4.22,,Kindle Edition,532,2023,2023,,2023/12/19,"to-read, romance, fantasy, fae, series, spicy","to-read (#5), romance (#3), fantasy (#4), fae (#3), series (#4), spicy (#2)",to-read,,,,0,0
50659467,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575567""","=""9781635575569""",0,4.20,Bloomsbury Publishing,Paperback,419,2020,2015,,2023/12/19,"to-read, young-adult, fae, series, romance, fantasy, fairytale-retelling","to-read (#4), young-adult (#1), fae (#2), series (#3), romance (#2), fantasy (#3), fairytale-retelling (#1)",to-read,,,,0,0
159032433,Ace of Spades (The Wicked Boys of Wonderland #1),Jekka Wilde,"Wilde, Jekka",,"=""""","=""""",0,3.62,Wilde & Free,Kindle Edition,244,2023,,,2023/12/19,"to-read, romance, spicy, fantasy, series","to-read (#3), romance (#1), spicy (#1), fantasy (#2), series (#2)",to-read,,,,0,0
59739150,"A Broken Blade (The Halfling Saga, #1)",Melissa Blair,"Blair, Melissa",,"=""1777927811""","=""9781777927813""",0,4.00,Nibi Books,Kindle Edition,427,2021,2021,,2023/12/19,"to-read, fae, fantasy, series","to-read (#2), fae (#1), fantasy (#1), series (#1)",to-read,,,,0,0
60657589,"Emily Wilde's Encyclopaedia of Faeries (Emily Wilde, #1)",Heather Fawcett,"Fawcett, Heather",,"=""059350013X""","=""9780593500132""",0,4.07,Del Rey,Hardcover,325,2023,2023,,2023/12/17,"currently-reading, romance, fae, urban-fantasy, series, historical","currently-reading (#1), romance (#81), fae (#17), urban-fantasy (#17), series (#92), historical (#9)",currently-reading,,,,1,0
